"Lat","Lon","Elev_masl","Basin","Type","River_km","FieldName","Date","Filtration","pH","EC_uS_cm","Temp_C","Turbidity_FNU","DO_per","DO_mg_L","Element","Concentration_ppm"
67.214478,-159.599297,28,"Salmon","river",103.75,"Salmon_MainStem","8/13/2023","Filtered",7.68,457,12.1,NA,NA,NA,"Fe",0.068
67.24392,-159.673756,35,"Salmon","river",97.59,"Salmon_at_Kitlik","8/13/2023","Filtered",7.79,547,11.8,NA,NA,NA,"Fe",0.0684
67.244035,-159.674503,34,"Salmon","trib",97.59,"Kitlik","8/13/2023","Filtered",7.03,304,13.3,NA,NA,NA,"Fe",0.0908
67.257653,-159.642473,40,"Salmon","wetland",95.23,"Salmon_wetland","8/13/2023","Filtered",7.55,175,10.6,NA,NA,NA,"Fe",0.9749
67.281895,-159.669951,45,"Salmon","river",91.07,"Salmon_MainStem","8/13/2023","Filtered",7.72,556,10.4,NA,NA,NA,"Fe",0.1715
67.282471,-159.670842,49,"Salmon","wetland",90.97,"Salmon_wetland","8/13/2023","Filtered",6.49,157,14.9,NA,NA,NA,"Fe",8.5898
67.282494,-159.670842,52,"Salmon","wetland",90.97,"Salmon_wetland","8/13/2023","Filtered",6.49,157,14.9,NA,NA,NA,"Fe",4.4079
67.282573,-159.670885,50,"Salmon","wetland",90.97,"Salmon_wetland","8/13/2023","Filtered",6.49,157,14.9,NA,NA,NA,"Fe",1.1096
67.306462,-159.714321,50,"Salmon","river",86.57,"Salmon_MainStem","8/13/2023","Filtered",7.3,783,10.6,NA,NA,NA,"Fe",0.122
67.357704,-159.715326,69,"Salmon","river",79.18,"Salmon_MainStem","8/13/2023","Filtered",7.39,579,8.9,NA,NA,NA,"Fe",0.1589
67.15528,-159.463,12,"Salmon","river",120.07,"Salmon_at_Mouth","8/14/2023","Filtered",NA,NA,NA,NA,NA,NA,"Fe",1.7375
66.880251,-162.505501,26,"Kotz","lake",NA,"Devil's_Lake","8/15/2023","Filtered",8.23,139,17.1,NA,NA,NA,"Fe",0.8126
66.880251,-162.505501,26,"Kotz","lake",NA,"Devil's_Lake","8/15/2023","Filtered",8.68,79.38,16.9,NA,NA,NA,"Fe",0.8435
66.880251,-162.505501,26,"Kotz","lake",NA,"Devil's_Lake","8/15/2023","Filtered",8.84,75.4,16.9,NA,NA,NA,"Fe",0.8376
67.37428,-160.42233,202,"Timber Creek","trib",NA,"Darcy TC7B","8/5/2023","Filtered",5.82,101,7.6,NA,NA,NA,"Fe",0.1537
67.37455,-160.42536,199,"Timber Creek","trib",NA,"Timber Creek Trib","8/4/2023","Filtered",7.77,1793,6.5,NA,NA,NA,"Fe",0.8377
67.37467,-160.42457,198,"Timber Creek","trib",NA,"Orange pool","8/4/2023","Filtered",6.81,2187,11,NA,NA,NA,"Fe",0.1803
67.37507,-160.42237,203,"Timber Creek","trib",NA,"Darcy TC8","8/5/2023","Filtered",6.53,1427,NA,NA,NA,NA,"Fe",0.2897
67.375188,-160.423476,199,"Timber Creek","trib",NA,"Trib Stream sampled own from TC Trib-TD","8/7/2023","Filtered",NA,NA,NA,NA,NA,NA,"Fe",0.2124
67.37664,-160.41875,208,"Timber Creek","trib",NA,"Timber Creek Trib 2","8/4/2023","Filtered",7.64,871,6.2,NA,NA,NA,"Fe",0.3104
67.37768,-160.41255,231,"Timber Creek","trib",NA,"Big_Burn","8/4/2023","Filtered",NA,NA,NA,NA,NA,NA,"Fe",0.0059
