Lat,Lon,Elev_masl,Basin,Type,River_km,FieldName,Date,Filtration,pH,EC_uS_cm,Temp_C,Turbidity_FNU,DO_per,DO_mg_L,Element,Concentration_ppm
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,1.8628
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,109.364
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,5.7004
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.4774
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,130.6141
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0.0016
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0008
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,3.9593
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,9.3645
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.1901
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.2811
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0377
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.4323
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0024
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0013
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.4399
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0.0003
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0.0084
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.023
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0002
67.72531,-159.80045,201,Salmon,trib,27.13,Irontok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0067
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,0.5143
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,15.1719
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,0.0308
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.4901
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,54.9996
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0.0001
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0002
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,0.004
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,0.0242
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.0004
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.0003
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0013
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.0076
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0001
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0005
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.0859
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0.0005
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.0252
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0002
67.7771,-159.543,370,Salmon,river,9.6,Upper_Salmon,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0024
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,1.4868
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,76.7332
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,4.3656
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.3954
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,83.2692
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0.0003
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0005
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,2.9112
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,4.351
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.1384
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.223
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0143
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.4045
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0016
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0004
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.2446
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0.0001
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0.0073
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.019
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0002
67.7813,-159.7253,282,Salmon,trib,18.07,Kanaktok,8/15/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0019
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,0.9979
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,39.0986
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,1.5643
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.3852
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,76.9564
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0.0002
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0002
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,0.9208
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,1.5688
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.0448
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.0845
